pickup_lat,pickup_lon,delivery_lat,delivery_lon,distance,weight,market_index,quote_signal,posted_rate,month,day_of_week,quarter,is_weekend,equip_Dry Van,equip_Flatbed,equip_Reefer
30.50134,-92.65374,33.17137,-104.36789,860.9,32386.0,0.98031,2.19706,1902.94,1,2,1,0,False,True,False
30.50134,-92.65374,31.37602,-86.10743,485.1,27962.0,0.94939,2.27353,1113.14,1,2,1,0,False,True,False
35.29479,-88.08915,39.71695,-78.12481,732.4,42826.0,0.9817,2.07592,1541.79,1,2,1,0,True,False,False
39.41104,-91.1245,33.22353,-115.24994,1660.7,20285.0,0.99184,1.74529,2928.34,1,2,1,0,True,False,False
42.80915,-76.89973,39.55328,-72.18051,391.5,25462.0,0.99683,2.32544,910.3,1,2,1,0,False,False,True
35.1967,-121.69849,35.29792,-87.18651,2215.4,19808.0,0.97205,1.71776,3854.54,1,2,1,0,True,False,False
28.56624,-116.70249,35.03488,-113.18895,583.4,29231.0,0.94993,2.02412,1186.14,1,2,1,0,True,False,False
28.56624,-116.70249,44.30296,-87.52871,2202.5,26740.0,1.00748,1.86794,1243.45,1,2,1,0,False,False,True
33.28832,-116.67935,31.80442,-88.25195,1922.3,37974.0,0.95147,1.87015,3658.56,1,2,1,0,True,False,False
35.29792,-87.18651,31.88294,-98.58097,850.1,29378.0,0.97926,2.19713,1880.38,1,2,1,0,False,True,False
36.99152,-84.99876,39.22317,-72.9671,820.5,31258.0,0.94182,2.14485,1746.08,1,2,1,0,False,False,True
31.80442,-88.25195,33.17137,-104.36789,1115.7,34898.0,0.96116,2.20553,2450.11,1,2,1,0,False,True,False
41.31561,-85.36206,35.29479,-88.08915,535.7,39940.0,0.92898,2.17025,1162.69,1,2,1,0,True,False,False
34.15334,-79.74475,38.09122,-76.78906,384.5,31152.0,0.9898,2.20655,852.26,1,2,1,0,True,False,False
34.6357,-83.28506,34.15334,-79.74475,257.6,29629.0,0.90791,2.27029,590.92,1,2,1,0,True,False,False
43.438,-86.29173,28.75668,-115.87725,2241.4,25023.0,0.99378,1.71101,3778.31,1,2,1,0,True,False,False
43.96975,-71.05842,39.22317,-72.9671,427.1,29786.0,0.95158,1.98245,854.44,1,2,1,0,True,False,False
31.98691,-84.48897,39.54838,-118.64843,2230.8,30600.0,0.97254,2.01387,4429.51,1,2,1,0,False,False,True
28.61374,-95.89569,39.6218,-88.48008,1036.6,39027.0,0.95409,2.07287,2135.04,1,2,1,0,True,False,False
38.09122,-76.78906,31.98691,-84.48897,723.7,42496.0,0.91712,2.27078,1636.94,1,2,1,0,False,False,True
41.31561,-85.36206,34.84933,-86.2894,531.9,27883.0,0.96161,2.21539,1184.07,1,2,1,0,False,True,False
41.70243,-89.85588,35.29479,-88.08915,542.5,37842.0,0.95371,2.15956,1153.3,1,2,1,0,True,False,False
33.17137,-104.36789,43.96975,-71.05842,2216.1,35142.0,0.91661,1.88952,4249.82,1,2,1,0,False,True,False
41.70243,-89.85588,38.52567,-88.85948,276.7,33346.0,0.98371,2.39449,670.26,1,2,1,0,True,False,False
33.45794,-86.72789,35.56802,-89.52871,285.0,43894.0,0.97958,2.70783,776.42,1,2,1,0,False,False,True
39.22317,-72.9671,31.80442,-88.25195,1186.8,34917.0,0.96357,1.8745,2241.89,1,2,1,0,True,False,False
39.22317,-72.9671,35.56802,-89.52871,1125.0,22549.0,0.94539,1.77859,2002.77,1,2,1,0,True,False,False
39.41104,-91.1245,42.80915,-76.89973,905.3,29801.0,0.95616,1.88236,1688.09,1,2,1,0,True,False,False
39.6218,-88.48008,35.98195,-82.78379,473.7,40638.0,0.98251,2.32082,1103.83,1,2,1,0,False,True,False
28.35765,-86.94782,32.54628,-92.31888,535.4,36443.0,0.96644,2.37161,1278.27,1,2,1,0,False,True,False
38.09122,-76.78906,41.67681,-78.56704,334.9,21489.0,0.93667,2.34941,776.98,1,2,1,0,False,False,True
43.96975,-71.05842,28.75668,-115.87725,3099.1,35906.0,0.94623,1.92298,5893.49,1,2,1,0,False,False,True
33.17137,-104.36789,43.438,-86.29173,1396.3,25324.0,0.93672,1.89251,2606.32,1,2,1,0,True,False,False
28.56624,-116.70249,29.50969,-98.40059,1326.6,38488.0,0.97992,1.92033,2567.5,1,2,1,0,True,False,False
35.56802,-89.52871,43.438,-86.29173,672.3,44567.0,1.01366,2.03562,1373.98,1,2,1,0,True,False,False
28.75668,-115.87725,29.39553,-99.6978,1160.6,30337.0,0.93552,2.2372,2528.8,1,2,1,0,False,False,True
39.6218,-88.48008,32.53273,-92.19519,633.4,31043.0,0.97351,2.07694,1301.69,1,2,1,0,True,False,False
35.37376,-77.47605,37.36588,-87.47153,683.7,38951.0,0.96588,2.13514,1445.84,1,2,1,0,True,False,False
35.39918,-109.59792,31.98691,-84.48897,1715.2,31632.0,0.99816,1.90586,3216.39,1,2,1,0,True,False,False
35.37376,-77.47605,30.71157,-94.7655,1222.2,32978.0,0.96522,2.06826,2545.75,1,2,1,0,False,True,False
38.52567,-88.85948,39.71695,-78.12481,696.4,37157.0,0.98049,2.19213,1519.74,1,2,1,0,False,True,False
38.16908,-72.74564,30.50134,-92.65374,1431.4,31670.0,0.92804,2.00728,2885.28,1,2,1,0,False,True,False
38.16908,-72.74564,35.56802,-89.52871,1132.8,47500.0,0.94525,1.89016,2161.53,1,2,1,0,True,False,False
39.27463,-69.5,29.87534,-99.85456,2172.8,25967.0,0.93351,1.89635,4115.45,1,2,1,0,False,True,False
34.84933,-86.2894,31.88294,-98.58097,877.0,27136.0,0.94449,2.15458,1895.72,1,2,1,0,False,True,False
29.50969,-98.40059,35.37376,-77.47605,1521.2,32586.0,0.97946,2.05677,3092.37,1,2,1,0,False,True,False
28.75668,-115.87725,39.41104,-91.1245,1858.6,28040.0,0.93089,2.00288,3742.3,1,2,1,0,False,False,True
31.88294,-98.58097,44.30296,-87.52871,1220.1,37380.0,0.93701,2.17411,2650.56,1,2,1,0,False,False,True
36.99152,-84.99876,30.50134,-92.65374,749.7,23380.0,0.95581,2.04041,1537.18,1,2,1,0,True,False,False
31.37602,-86.10743,39.6218,-88.48008,691.7,47500.0,0.9531,2.16789,1479.61,1,2,1,0,True,False,False
39.55328,-72.18051,41.70243,-89.85588,1098.0,29071.0,0.96395,1.81827,1991.87,1,2,1,0,True,False,False
39.55328,-72.18051,34.15334,-79.74475,684.1,25756.0,0.92209,1.9037,1297.4,1,2,1,0,True,False,False
28.56624,-116.70249,39.54838,-118.64843,891.6,21332.0,0.97336,1.78958,1599.62,1,2,1,0,True,False,False
41.67681,-78.56704,36.99152,-84.99876,539.5,38735.0,1.00245,2.07669,1112.96,1,2,1,0,True,False,False
38.09122,-76.78906,29.50969,-98.40059,1607.8,44058.0,0.96621,1.90264,3072.03,1,2,1,0,True,False,False
38.52567,-88.85948,40.00674,-73.7984,932.8,37005.0,0.99201,1.90185,1792.75,1,2,1,0,True,False,False
31.88294,-98.58097,37.15706,-86.77499,900.3,42482.0,0.93478,2.3092,2101.86,1,2,1,0,False,False,True
40.00674,-73.7984,30.71157,-94.7655,1556.3,28505.0,0.92364,1.93531,3007.13,1,2,1,0,False,True,False
31.88294,-98.58097,30.50134,-92.65374,418.0,31909.0,0.94122,2.33556,970.69,1,2,1,0,True,False,False
30.50134,-92.65374,35.29792,-87.18651,523.3,17804.0,0.95108,2.0574,1074.67,1,2,1,0,True,False,False
31.88294,-98.58097,37.15706,-86.77499,929.3,30918.0,0.96079,1.91336,1792.83,1,2,1,0,True,False,False
33.28832,-116.67935,39.6218,-88.48008,1901.5,31374.0,0.93499,1.81931,3407.03,1,2,1,0,True,False,False
29.50969,-98.40059,41.31561,-85.36206,1266.0,20678.0,0.98745,1.99624,2498.9,1,2,1,0,False,True,False
39.22317,-72.9671,38.38204,-89.88819,1085.4,15712.0,0.95874,1.78353,1958.1,1,2,1,0,True,False,False
39.27463,-69.5,38.16908,-72.74564,241.1,22072.0,0.98321,2.31708,567.3,1,2,1,0,False,True,False
41.70243,-89.85588,29.50969,-98.40059,1119.1,33741.0,1.00244,1.92067,2167.51,1,2,1,0,True,False,False
39.27463,-69.5,38.09122,-76.78906,473.8,30788.0,0.97095,2.10268,996.02,1,2,1,0,True,False,False
39.41104,-91.1245,31.80442,-88.25195,627.1,26684.0,0.96597,2.06245,1291.45,1,2,1,0,True,False,False
35.1967,-121.69849,32.54628,-92.31888,1962.4,33505.0,0.99212,1.88256,3677.5,1,2,1,0,True,False,False
40.00674,-73.7984,35.29792,-87.18651,937.7,28250.0,0.92946,1.8857,1761.28,1,2,1,0,True,False,False
30.71157,-94.7655,44.30296,-87.52871,1191.6,38567.0,0.97407,1.97377,2296.78,1,2,1,0,True,False,False
32.53273,-92.19519,31.37602,-86.10743,445.7,47500.0,0.92243,2.27821,1009.42,1,2,1,0,True,False,False
35.56802,-89.52871,41.31561,-85.36206,533.8,30570.0,0.9612236111111111,2.37177,1271.1,1,2,1,0,False,False,True
38.09122,-76.78906,33.31075,-110.3123,2223.2,38009.0,0.9865,1.80907,4091.87,1,2,1,0,True,False,False
35.29479,-88.08915,33.28832,-116.67935,1894.5,24375.0,0.96913,1.97575,3765.28,1,2,1,0,False,False,True
39.87206,-85.62931,30.71157,-94.7655,963.4,26618.0,0.94999,1.92845,1825.93,1,2,1,0,True,False,False
43.61923,-84.04517,29.87534,-99.85456,1511.9,33797.0,0.97495,1.89226,2863.32,1,2,1,0,True,False,False
41.67681,-78.56704,35.98195,-82.78379,552.3,35867.0,0.95018,2.08522,1156.13,1,2,1,0,True,False,False
34.84933,-86.2894,32.54628,-92.31888,460.8,44437.0,0.92194,2.34272,1093.37,1,2,1,0,True,False,False
41.67681,-78.56704,33.28832,-116.67935,2564.4,33614.0,0.9793,1.70479,4397.38,1,2,1,0,True,False,False
33.07921,-119.79528,28.35765,-86.94782,2252.6,19108.0,0.9799,1.95172,4397.69,1,2,1,0,False,False,True
33.07921,-119.79528,38.09122,-76.78906,2835.2,27463.0,0.91179,1.72674,4811.93,1,2,1,0,True,False,False
39.6218,-88.48008,39.27463,-69.5,1206.8,36158.0,0.95648,2.08024,2519.12,1,2,1,0,False,False,True
28.61374,-95.89569,35.98195,-82.78379,1079.3,15890.0,0.98608,1.86781,2017.91,1,2,1,0,True,False,False
39.54838,-118.64843,43.96975,-71.05842,2809.6,30262.0,0.96455,1.76744,4980.36,1,2,1,0,False,True,False
39.55328,-72.18051,33.45894,-94.78556,1571.7,36231.0,0.93688,1.84064,2899.99,1,2,1,0,True,False,False
35.29792,-87.18651,30.92733,-113.23037,1830.0,35777.0,0.98052,2.00431,3676.73,1,2,1,0,False,True,False
43.96975,-71.05842,33.17137,-104.36789,2251.7,37379.0,1.00028,1.76503,3982.15,1,2,1,0,True,False,False
31.37602,-86.10743,30.50134,-92.65374,483.5,9938.0,0.96622,2.12751,1036.79,1,2,1,0,True,False,False
31.83025,-94.38343,35.29792,-87.18651,584.1,32780.0,0.97719,2.12836,1243.16,1,2,1,0,True,False,False
41.97663,-84.45902,42.80915,-76.89973,485.0,31513.0,0.955,1.94477,936.02,1,2,1,0,True,False,False
34.15334,-79.74475,29.87534,-99.85456,1397.4,19108.0,0.93388,1.80121,2523.62,1,2,1,0,True,False,False
36.99152,-84.99876,33.31075,-110.3123,1665.7,32421.0,0.9722,1.79777,3022.64,1,2,1,0,True,False,False
30.50134,-92.65374,38.09122,-76.78906,1218.8,41299.0,0.97996,2.15229,2670.36,1,2,1,0,False,False,True
43.96975,-71.05842,35.29792,-87.18651,1233.6,31111.0,0.99608,1.80726,2239.61,1,2,1,0,True,False,False
38.52567,-88.85948,29.50969,-98.40059,988.9,45122.0,0.99822,2.01772,2008.09,1,2,1,0,True,False,False
29.50969,-98.40059,31.37602,-86.10743,897.3,34157.0,0.89719,2.23327,1992.97,1,2,1,0,False,True,False
39.55328,-72.18051,37.37287,-69.5,269.9,38619.0,0.99213,2.38586,650.01,1,2,1,0,True,False,False
28.75668,-115.87725,35.29792,-87.18651,2021.2,28169.0,0.92737,1.94607,3948.54,1,2,1,0,False,False,True
30.50134,-92.65374,39.22317,-72.9671,1468.2,24667.0,0.92915,1.95359,2830.86,1,2,1,0,False,True,False
35.29792,-87.18651,31.37602,-86.10743,330.7,38874.0,0.95229,2.29168,759.7,1,2,1,0,True,False,False
41.31561,-85.36206,33.28832,-116.67935,2147.1,24604.0,0.99158,1.97249,4249.43,1,3,1,0,False,False,True
31.37602,-86.10743,41.70243,-89.85588,858.7,21564.0,0.95901,1.90021,1631.14,1,3,1,0,True,False,False
28.61374,-95.89569,44.30296,-87.52871,1344.8,29019.0,0.95407,1.85227,2489.37,1,3,1,0,True,False,False
39.27463,-69.5,38.16908,-72.74564,230.1,26650.0,1.01393,2.34335,540.61,1,3,1,0,True,False,False
34.84933,-86.2894,33.45794,-86.72789,143.7,29353.0,0.97156,2.60022,375.65,1,3,1,0,True,False,False
35.98195,-82.78379,41.97663,-84.45902,518.0,8769.0,0.9771,2.14691,1122.09,1,3,1,0,False,False,True
28.75668,-115.87725,33.17137,-104.36789,889.1,39182.0,1.03335,2.06501,1831.73,1,3,1,0,True,False,False
37.37287,-69.5,31.98691,-84.48897,1091.1,43148.0,0.99375,1.98481,2160.43,1,3,1,0,True,False,False
34.6357,-83.28506,37.15706,-86.77499,321.0,25053.0,0.99591,2.51728,796.52,1,3,1,0,False,False,True
35.37376,-77.47605,39.6218,-88.48008,801.4,30091.0,1.00702,1.97066,1568.58,1,3,1,0,True,False,False
32.53273,-92.19519,28.75668,-115.87725,1644.7,39709.0,0.99885,2.20899,3626.94,1,3,1,0,False,False,True
35.56802,-89.52871,34.6357,-83.28506,440.5,37021.0,1.01604,2.55621,1110.96,1,3,1,0,False,False,True
39.27463,-69.5,38.09122,-76.78906,465.3,29498.0,0.97866,2.33862,1084.95,1,3,1,0,False,False,True
36.99152,-84.99876,33.28832,-116.67935,2093.2,29140.0,0.9799,2.0447,4281.56,1,3,1,0,False,False,True
33.45894,-94.78556,29.87534,-99.85456,454.9,27059.0,0.97035,2.27961,1049.01,1,3,1,0,True,False,False
31.37602,-86.10743,34.6357,-83.28506,347.1,28738.0,1.00469,2.45605,864.12,1,3,1,0,False,False,True
39.87206,-85.62931,37.37287,-69.5,1058.8,29404.0,0.97097,2.06627,2176.18,1,3,1,0,False,True,False
33.60973,-82.29994,30.92733,-113.23037,2109.2,25298.0,1.02179,1.87547,3974.6,1,3,1,0,False,True,False
38.87577,-77.05086,37.37287,-69.5,514.7,37252.0,0.97236,2.16074,1101.34,1,3,1,0,True,False,False
41.67681,-78.56704,43.96975,-71.05842,492.5,36080.0,1.00977,2.05898,1019.74,1,3,1,0,True,False,False
33.31075,-110.3123,29.39553,-99.6978,813.0,20966.0,1.0052,1.97862,1619.25,1,3,1,0,True,False,False
41.31561,-85.36206,35.29792,-87.18651,509.8,36718.0,0.94601,2.17352,1099.68,1,3,1,0,True,False,False
39.22317,-72.9671,35.29479,-88.08915,1041.8,18384.0,1.01045,1.76907,1838.14,1,3,1,0,True,False,False
30.71157,-94.7655,30.50134,-92.65374,151.9,19055.0,1.02282,2.70847,414.27,1,3,1,0,False,True,False
39.54838,-118.64843,36.99152,-84.99876,2132.0,36104.0,0.96721,1.92123,4085.74,1,3,1,0,False,False,True
43.96975,-71.05842,38.09122,-76.78906,578.9,15212.0,0.92791,2.00872,1163.92,1,3,1,0,False,True,False
28.61374,-95.89569,30.50134,-92.65374,292.8,22437.0,0.93838,2.48919,732.99,1,3,1,0,False,True,False
35.29479,-88.08915,40.00674,-73.7984,1008.1,29599.0,0.97056,1.84219,1842.16,1,3,1,0,True,False,False
31.88294,-98.58097,33.07921,-119.79528,1462.3,37666.0,0.97591,1.9251,2829.37,1,3,1,0,True,False,False
35.29792,-87.18651,29.87534,-99.85456,986.9,26942.0,1.00497,2.03862,2022.95,1,3,1,0,True,False,False
39.55328,-72.18051,28.56624,-116.70249,3109.8,40154.0,0.9733,2.01059,6180.45,1,3,1,0,False,False,True
34.84933,-86.2894,33.31075,-110.3123,1610.2,45956.0,0.95031,1.8724,3020.5,1,3,1,0,True,False,False
29.50969,-98.40059,39.71695,-78.12481,1555.6,30377.0,0.99485,1.78958,2796.9,1,3,1,0,True,False,False
39.6218,-88.48008,41.67681,-78.56704,642.9,21799.0,0.9781,2.04911,1334.44,1,3,1,0,False,True,False
32.54628,-92.31888,37.15706,-86.77499,520.7,26480.0,0.97076,2.04795,1071.27,1,3,1,0,True,False,False
41.31561,-85.36206,30.50134,-92.65374,1018.4,24438.0,0.98873,1.87155,1929.85,1,3,1,0,True,False,False
37.15706,-86.77499,33.28832,-116.67935,1948.5,24768.0,0.97868,2.02939,3949.71,1,3,1,0,False,False,True
33.45894,-94.78556,35.03488,-113.18895,1247.1,34675.0,0.96455,1.952,2391.86,1,3,1,0,True,False,False
35.37376,-77.47605,33.28832,-116.67935,2602.9,16985.0,0.99977,1.76886,4563.85,1,3,1,0,False,True,False
39.55328,-72.18051,39.22317,-72.9671,70.0,26701.0,0.97988,2.63111,184.55,1,3,1,0,True,False,False
33.07921,-119.79528,42.80915,-76.89973,2769.0,41088.0,0.99685,1.70715,4773.15,1,3,1,0,True,False,False
39.55328,-72.18051,31.88294,-98.58097,1849.3,32067.0,1.00156,1.96628,3665.54,1,3,1,0,False,True,False
34.84933,-86.2894,35.1967,-121.69849,2313.5,31130.0,0.95491,1.77997,4117.48,1,3,1,0,True,False,False
31.80442,-88.25195,43.96975,-71.05842,1449.7,43315.0,0.95753,1.88298,2737.41,1,3,1,0,True,False,False
39.27463,-69.5,32.53273,-92.19519,1579.7,40041.0,0.96953,2.18692,3439.65,1,3,1,0,False,False,True
28.35765,-86.94782,39.6218,-88.48008,919.8,33053.0,1.01568,1.95414,704.89,1,3,1,0,True,False,False
28.75668,-115.87725,35.29479,-88.08915,1954.3,35284.0,0.99763,2.04063,3930.73,1,3,1,0,False,True,False
37.15706,-86.77499,31.98691,-84.48897,457.9,32654.0,1.00423,2.21916,1020.9,1,3,1,0,True,False,False
43.96975,-71.05842,34.15334,-79.74475,948.4,41750.0,0.97978,1.90312,1803.38,1,3,1,0,True,False,False
29.87534,-99.85456,33.45794,-86.72789,948.0,17800.0,0.99774,1.90675,1847.23,1,3,1,0,True,False,False
39.55328,-72.18051,44.30296,-87.52871,1020.2,27930.0,0.98794,2.07151,2122.76,1,3,1,0,False,False,True
31.98691,-84.48897,38.09122,-76.78906,716.6,40513.0,0.97872,2.26917,1627.63,1,3,1,0,False,False,True
32.54628,-92.31888,43.96975,-71.05842,1591.2,40862.0,0.99807,1.8802,2971.74,1,3,1,0,True,False,False
28.75668,-115.87725,37.37287,-69.5,3186.6,33283.0,0.9574,1.7683,5650.16,1,3,1,0,True,False,False
29.87534,-99.85456,29.50969,-98.40059,135.0,20524.0,1.02378,2.72,399.56,1,3,1,0,False,False,True
39.22317,-72.9671,41.31561,-85.36206,810.1,38388.0,0.99297,1.93393,1545.85,1,3,1,0,True,False,False
39.54838,-118.64843,36.99152,-84.99876,2184.2,39052.0,1.03724,2.01822,4309.3,1,3,1,0,False,False,True
41.97663,-84.45902,34.27518,-92.06214,781.2,27995.0,0.98518,2.20918,1712.03,1,3,1,0,False,False,True
35.29792,-87.18651,43.438,-86.29173,657.4,28197.0,0.98702,2.01266,1309.59,1,3,1,0,True,False,False
28.75668,-115.87725,44.30296,-87.52871,2172.9,34953.0,0.9853,1.86455,3989.11,1,3,1,0,True,False,False
39.71695,-78.12481,34.84933,-86.2894,671.5,26955.0,0.99949,2.11142,1406.75,1,3,1,0,False,True,False
41.31561,-85.36206,29.50969,-98.40059,1267.9,38875.0,0.94089,2.01241,2543.92,1,3,1,0,True,False,False
35.98195,-82.78379,43.61923,-84.04517,634.6,29537.0,1.00395,2.21647,1402.7,1,3,1,0,False,False,True
38.38204,-89.88819,33.31075,-110.3123,1402.7,31411.0,0.96111,1.89109,2641.89,1,3,1,0,True,False,False
28.61374,-95.89569,41.97663,-84.45902,1293.3,32722.0,1.04037,1.92619,2452.79,1,3,1,0,True,False,False
36.99152,-84.99876,33.45894,-94.78556,731.9,34673.0,0.9516,2.04745,1517.1,1,3,1,0,True,False,False
39.87206,-85.62931,28.35765,-86.94782,925.9,32687.0,1.0296,1.94664,1820.54,1,3,1,0,True,False,False
34.27518,-92.06214,31.88294,-98.58097,506.8,26664.0,1.0061,2.44077,1224.13,1,3,1,0,False,False,True
32.54628,-92.31888,31.80442,-88.25195,300.9,41598.0,1.00685,2.53898,761.73,1,3,1,0,True,False,False
33.28832,-116.67935,33.17137,-104.36789,877.3,41959.0,0.96957,1.97112,1752.33,1,3,1,0,True,False,False
28.75668,-115.87725,39.54838,-118.64843,904.7,32750.0,0.99977,1.86803,1737.6,1,3,1,0,True,False,False
28.56624,-116.70249,31.88294,-98.58097,1318.6,31897.0,0.93668,1.94605,2549.86,1,3,1,0,True,False,False
34.84933,-86.2894,38.38204,-89.88819,407.7,31920.0,0.95741,2.37813,967.53,1,3,1,0,False,True,False
28.56624,-116.70249,38.16908,-72.74564,3034.8,39439.0,1.004,1.7203,5251.53,1,3,1,0,True,False,False
35.39918,-109.59792,41.67681,-78.56704,1964.0,34033.0,1.00238,1.8916,3705.22,1,3,1,0,False,True,False
44.30296,-87.52871,28.56624,-116.70249,2251.1,29066.0,1.00891,1.90775,4314.83,1,3,1,0,False,False,True
31.37602,-86.10743,41.67681,-78.56704,946.2,35177.0,0.99853,2.05096,1931.43,1,3,1,0,False,True,False
39.22317,-72.9671,37.37287,-69.5,301.4,45787.0,1.00623,2.36826,711.76,1,3,1,0,True,False,False
28.35765,-86.94782,39.55328,-72.18051,1342.7,26397.0,0.9866058433734939,2.01837,2743.13,1,3,1,0,False,False,True
39.6218,-88.48008,35.39918,-109.59792,1353.1,32464.0,0.96077,1.91243,2555.61,1,3,1,0,True,False,False
35.56802,-89.52871,38.16908,-72.74564,1088.2,35915.0,0.93112,2.08017,2299.46,1,3,1,0,False,True,False
30.71157,-94.7655,31.98691,-84.48897,730.8,20485.0,0.98357,1.99027,1468.55,1,3,1,0,True,False,False
34.27518,-92.06214,43.96975,-71.05842,1532.1,25701.0,1.00436,1.79251,2714.21,1,3,1,0,True,False,False
28.56624,-116.70249,40.00674,-73.7984,2982.6,32891.0,0.9617,1.75281,5180.03,1,3,1,0,True,False,False
39.27463,-69.5,31.88294,-98.58097,2013.7,47500.0,0.99566,1.92448,3883.14,1,3,1,0,True,False,False
